match_id,puuid,name,placement,total_damage_to_players,players_eliminated,traits,units
NA1_5265935485,FQpxZZbl_B25aR7eWf_2TUGEyn4JEvfxuNWqXgq0Cgdux9snPlcQwa_iKmmSL5N0r6KOi-dKnux0Bg,Creatur33#NA1,4,49,1,TFT14_Armorclad(1); TFT14_Bruiser(2); TFT14_Cutter(1); TFT14_Divinicorp(5); TFT14_Immortal(1); TFT14_Netgod(1); TFT14_Overlord(1); TFT14_StreetDemon(1); TFT14_Strong(4); TFT14_Suits(1); TFT14_Vanguard(2),"TFT14_DrMundo[tier:1, items:]; TFT14_Rhaast[tier:2, items:TFT_Item_ThiefsGloves,TFT_Item_RabadonsDeathcap,TFT_Item_HextechGunblade]; TFT14_Senna[tier:1, items:TFT4_Item_OrnnTheCollector,TFT_Item_LastWhisper,TFT_Item_RunaansHurricane]; TFT14_Jarvan[tier:2, items:]; TFT14_Gragas[tier:2, items:]; TFT14_Vex[tier:2, items:TFT_Item_Morellonomicon,TFT_Item_AdaptiveHelm]; TFT14_Zed[tier:2, items:TFT_Item_UnstableConcoction,TFT_Item_Bloodthirster,TFT_Item_InfinityEdge]; TFT14_Renekton[tier:2, items:TFT_Item_DragonsClaw,TFT_Item_SteraksGage,TFT_Item_Artifact_SilvermereDawn]; TFT14_Garen[tier:2, items:TFT_Item_ThiefsGloves,TFT_Item_BrambleVest,TFT_Item_StatikkShiv]"
NA1_5265935485,VYXAf-CTmPHkFMxdw0_m7WnWQ6ytRuXobrvddZTWKY7HeHMUYoPsCBP0Z50wOpxzqbMXJtTNAtHkNg,Venex#11511,3,88,2,TFT14_Armorclad(2); TFT14_Bruiser(2); TFT14_Cutter(1); TFT14_Cyberboss(1); TFT14_EdgeRunner(7); TFT14_HotRod(1); TFT14_Marksman(2); TFT14_Supercharge(1); TFT14_Swift(2); TFT14_Techie(1); TFT14_Thirsty(1),"TFT14_Kindred[tier:2, items:]; TFT14_Jax[tier:2, items:]; TFT14_Jhin[tier:2, items:TFT14_ZeriCyberneticItem,TFT14_VarusCyberneticItem,TFT_Item_SpearOfShojin]; TFT14_Naafiri[tier:2, items:TFT14_SejuaniCyberneticItem]; TFT14_Varus[tier:2, items:]; TFT14_Mordekaiser[tier:2, items:TFT_Item_Artifact_UnendingDespair,TFT_Item_NightHarvester,TFT_Item_RedBuff]; TFT14_Sejuani[tier:3, items:TFT_Item_Redemption,TFT_Item_FrozenHeart,TFT_Item_BrambleVest]; TFT14_Zeri[tier:3, items:TFT_Item_HextechGunblade,TFT_Item_GuinsoosRageblade,TFT_Item_GuinsoosRageblade]; TFT14_Kobuko[tier:2, items:TFT_Item_ThiefsGloves,TFT_Item_SteraksGage,TFT_Item_RabadonsDeathcap]"
NA1_5262535689,MnHnqQQjgcbucx7C29WxeVVCFds8boxEJPkRP8reYrbExDo6KUqzHM_qTX8WwPxtDo99kwDypv6VIg,jaboobi#NA1,8,24,0,TFT14_Armorclad(1); TFT14_BallisTek(2); TFT14_Bruiser(6); TFT14_Cyberboss(1); TFT14_Divinicorp(2); TFT14_EdgeRunner(1); TFT14_Mob(1); TFT14_Overlord(1); TFT14_Techie(2),"TFT14_Darius[tier:2, items:]; TFT14_Mordekaiser[tier:3, items:TFT_Item_IonicSpark,TFT_Item_Redemption,TFT_Item_RedBuff]; TFT14_Fiddlesticks[tier:3, items:TFT_Item_ArchangelsStaff,TFT14_Item_BruiserEmblemItem,TFT_Item_ArchangelsStaff]; TFT14_Gragas[tier:3, items:]; TFT14_Chogath[tier:2, items:]; TFT14_Renekton[tier:1, items:]; TFT14_Kobuko[tier:1, items:TFT_Item_Bloodthirster,TFT_Item_RapidFireCannon,TFT_Item_NeedlesslyLargeRod]"
NA1_5262535689,sBpsysaR8lhPXrZ9ig5YCcMnAaURpDlbBVPyRig9Ckr-oW8DUELROsHeVvs2gJvMD2n2JCxzisgKPQ,blackyoshi995#BYshi,7,38,0,TFT14_AnimaSquad(7); TFT14_Armorclad(1); TFT14_Immortal(2); TFT14_Marksman(2); TFT14_Mob(1); TFT14_Strong(2); TFT14_Thirsty(1); TFT14_Vanguard(4),"TFT14_Sylas[tier:2, items:]; TFT14_Vayne[tier:2, items:TFT_Item_RapidFireCannon,TFT_Item_BFSword]; TFT14_Illaoi[tier:2, items:]; TFT14_Braum[tier:2, items:]; TFT14_Jarvan[tier:2, items:]; TFT14_Xayah[tier:2, items:TFT_Item_InfinityEdge,TFT_Item_SpearOfShojin,TFT_Item_PowerGauntlet]; TFT14_Leona[tier:1, items:TFT_Item_Redemption,TFT_Item_BrambleVest]; TFT14_Aphelios[tier:2, items:TFT_Item_GuinsoosRageblade,TFT_Item_GuinsoosRageblade,TFT14_Item_DarkWebEmblemItem]; TFT14_Aurora[tier:2, items:TFT_Item_Leviathan,TFT_Item_MadredsBloodrazor,TFT_Item_HextechGunblade]"
NA1_5262535689,C4DFv8V6uz19g7IhTuc2ROvHAaGPIkq5pqykjVOqW49p2a5fiE4PG2MolqdQFYsJQPlkQpG2loXjTg,new download#NA1,5,47,0,TFT14_BallisTek(2); TFT14_Bruiser(1); TFT14_Cutter(5); TFT14_Divinicorp(1); TFT14_EdgeRunner(1); TFT14_Immortal(4); TFT14_StreetDemon(1); TFT14_Strong(1); TFT14_Techie(1); TFT14_Vanguard(2); TFT14_ViegoUniqueTrait(1),"TFT14_Alistar[tier:1, items:]; TFT14_Graves[tier:4, items:TFT_Item_GuinsoosRageblade,TFT5_Item_DeathbladeRadiant,TFT_Item_UnstableConcoction]; TFT14_Skarner[tier:2, items:TFT_Item_WarmogsArmor,TFT_Item_GargoyleStoneplate,TFT_Item_BrambleVest]; TFT14_Rengar[tier:2, items:TFT_Item_ThiefsGloves,TFT_Item_JeweledGauntlet,TFT_Item_RunaansHurricane]; TFT14_Varus[tier:1, items:]; TFT14_Jarvan[tier:2, items:TFT_Item_DragonsClaw]; TFT14_Vex[tier:1, items:]; TFT14_Urgot[tier:2, items:TFT_Item_InfinityEdge,TFT_Item_LastWhisper]; TFT14_Viego[tier:1, items:TFT_Item_TearOfTheGoddess]"
NA1_5262535689,EbpVSFKcuB1Zb_rk_oCLtPx5Xl_Q4hr9m9FRSx3VRb8u2B61TcK5Gw3KsKVLYCOPgy-dfjFwU1uuVw,再bb我167#赛你嘴里,6,25,0,TFT14_Armorclad(1); TFT14_BallisTek(2); TFT14_Bruiser(2); TFT14_Cutter(1); TFT14_Cyberboss(1); TFT14_Divinicorp(1); TFT14_Immortal(5); TFT14_Marksman(2); TFT14_Mob(1); TFT14_Netgod(1); TFT14_Overlord(1); TFT14_Strong(1); TFT14_Techie(1); TFT14_Vanguard(1); TFT14_ViegoUniqueTrait(1); TFT14_Virus(1),"TFT14_Jarvan[tier:1, items:TFT14_Item_MobEmblemItem,TFT14_Item_BruiserEmblemItem]; TFT14_Aphelios[tier:2, items:TFT_Item_GuinsoosRageblade,TFT_Item_UnstableConcoction,TFT_Item_UnstableConcoction]; TFT14_Zac[tier:2, items:TFT14_Item_MarksmanEmblemItem]; TFT14_Zac[tier:2, items:]; TFT14_Renekton[tier:2, items:TFT14_Item_ImmortalEmblemItem,TFT14_Item_BallistekEmblemItem]; TFT14_Garen[tier:2, items:TFT_Item_RedBuff,TFT14_Item_ImmortalEmblemItem,TFT_Item_GargoyleStoneplate]; TFT14_Urgot[tier:2, items:]; TFT14_Kobuko[tier:2, items:]; TFT14_Kobuko[tier:1, items:]; TFT14_Viego[tier:2, items:TFT_Item_RapidFireCannon,TFT_Item_StatikkShiv]"
NA1_5262535689,FQpxZZbl_B25aR7eWf_2TUGEyn4JEvfxuNWqXgq0Cgdux9snPlcQwa_iKmmSL5N0r6KOi-dKnux0Bg,Creatur33#NA1,2,73,2,TFT14_Armorclad(4); TFT14_Divinicorp(3); TFT14_EdgeRunner(3); TFT14_Overlord(1); TFT14_Strong(2); TFT14_Suits(3); TFT14_Swift(2); TFT14_Vanguard(1),"TFT14_Jax[tier:2, items:TFT_Item_NeedlesslyLargeRod]; TFT14_Rhaast[tier:2, items:]; TFT14_Draven[tier:3, items:TFT_Item_SpearOfShojin,TFT_Item_Deathblade]; TFT14_Senna[tier:2, items:TFT_Item_NeedlesslyLargeRod]; TFT14_Galio[tier:2, items:TFT_Item_RedBuff]; TFT14_Zed[tier:2, items:TFT_Item_Bloodthirster,TFT_Item_InfinityEdge,TFT_Item_UnstableConcoction]; TFT14_Sejuani[tier:2, items:TFT14_JaxCyberneticItem,TFT_Item_DragonsClaw]; TFT14_Zeri[tier:2, items:TFT_Item_ZekesHerald,TFT_Item_BlueBuff,TFT_Item_RunaansHurricane]; TFT14_Renekton[tier:2, items:TFT_Item_ThiefsGloves,TFT_Item_NightHarvester,TFT_Item_SteraksGage]"
NA1_5262535689,VYXAf-CTmPHkFMxdw0_m7WnWQ6ytRuXobrvddZTWKY7HeHMUYoPsCBP0Z50wOpxzqbMXJtTNAtHkNg,Venex#11511,1,90,5,TFT14_AnimaSquad(1); TFT14_Bruiser(1); TFT14_Controller(4); TFT14_Cyberboss(2); TFT14_Divinicorp(1); TFT14_Immortal(2); TFT14_StreetDemon(3); TFT14_Supercharge(3); TFT14_Techie(1); TFT14_ViegoUniqueTrait(1); TFT14_Virus(1),"TFT14_Ekko[tier:2, items:]; TFT14_Yuumi[tier:2, items:]; TFT14_Neeko[tier:2, items:]; TFT14_Ziggs[tier:2, items:TFT14_Item_DivinicorpEmblemItem,TFT_Item_Chalice,TFT_Item_StatikkShiv]; TFT14_Annie[tier:2, items:TFT_Item_SpearOfShojin,TFT_Item_BlueBuff,TFT_Item_Leviathan]; TFT14_Samira[tier:2, items:TFT_Item_PowerGauntlet,TFT_Item_InfinityEdge,TFT_Item_LastWhisper]; TFT14_Zac[tier:2, items:]; TFT14_Kobuko[tier:2, items:TFT_Item_WarmogsArmor,TFT_Item_RedBuff,TFT_Item_BrambleVest]; TFT14_Viego[tier:2, items:TFT_Item_JeweledGauntlet,TFT_Item_IonicSpark,TFT_Item_HextechGunblade]; TFT14_Gragas[tier:2, items:TFT_Item_NightHarvester]"
NA1_5262535689,bUwwuzqg39eMRQRGpiyUGdWxTNx4DiEBoWn4PmtLRkuEwn5aBy9gP16qnbr5asdxoCu8IxR9Dn3t8w,Mashimaco#39JP,4,43,0,TFT14_Armorclad(1); TFT14_Bruiser(2); TFT14_Cutter(1); TFT14_Divinicorp(7); TFT14_Immortal(1); TFT14_Overlord(1); TFT14_StreetDemon(1); TFT14_Strong(4); TFT14_Suits(1); TFT14_Thirsty(1); TFT14_Vanguard(2),"TFT14_DrMundo[tier:1, items:TFT_Item_ThiefsGloves,TFT_Item_WarmogsArmor,TFT_Item_BrambleVest]; TFT14_Morgana[tier:1, items:]; TFT14_Rhaast[tier:2, items:TFT_Item_GuardianAngel,TFT_Item_GiantsBelt]; TFT14_Senna[tier:2, items:TFT_Item_MadredsBloodrazor,TFT_Item_InfinityEdge,TFT_Item_LastWhisper]; TFT14_Jarvan[tier:2, items:TFT_Item_GargoyleStoneplate,TFT_Item_Redemption]; TFT14_Gragas[tier:2, items:TFT_Item_ThiefsGloves,TFT_Item_WarmogsArmor,TFT_Item_DragonsClaw]; TFT14_Vex[tier:2, items:TFT_Item_Morellonomicon,TFT_Item_BlueBuff,TFT_Item_JeweledGauntlet]; TFT14_Zed[tier:2, items:TFT14_Item_DivinicorpEmblemItem,TFT_Item_Bloodthirster,TFT_Item_UnstableConcoction]; TFT14_Renekton[tier:1, items:TFT_Item_ThiefsGloves,TFT_Item_Bloodthirster,TFT_Item_Quicksilver]"
NA1_5262535689,X1THi3bT-hcrsWWSWPALlTsCC-sv9UrUkAcCavuihXwTtQkteY-aPCz6vlohtihLa2hc-DQp81BiSg,SleepySeller#NA1,3,72,2,TFT14_AnimaSquad(7); TFT14_Armorclad(1); TFT14_Bruiser(1); TFT14_Controller(1); TFT14_Cyberboss(1); TFT14_EdgeRunner(1); TFT14_Immortal(1); TFT14_Marksman(2); TFT14_Strong(1); TFT14_Supercharge(1); TFT14_Techie(1); TFT14_Thirsty(2); TFT14_Vanguard(2); TFT14_ViegoUniqueTrait(1),"TFT14_Sylas[tier:2, items:TFT_Item_IonicSpark]; TFT14_Jhin[tier:1, items:]; TFT14_Vayne[tier:1, items:]; TFT14_Illaoi[tier:2, items:]; TFT14_Yuumi[tier:2, items:]; TFT14_Xayah[tier:2, items:TFT_Item_InfinityEdge,TFT_Item_ForceOfNature,TFT_Item_PowerGauntlet]; TFT14_Leona[tier:2, items:TFT_Item_SpectralGauntlet,TFT_Item_IonicSpark,TFT_Item_AdaptiveHelm]; TFT14_Leona[tier:2, items:]; TFT14_Kobuko[tier:2, items:]; TFT14_Aurora[tier:2, items:TFT_Item_Morellonomicon,TFT_Item_GuinsoosRageblade,TFT_Item_StatikkShiv]; TFT14_Viego[tier:2, items:]"
NA1_5262517862,DEK3Z91tNX_KovW_cm64UeMjgh_xvurLt0LlLV6Hhy78emBL7-hPg7xVF-x5PiljeZ5THnuuIF2hOw,小梨升级打怪#5296,8,32,0,TFT14_AnimaSquad(3); TFT14_Divinicorp(1); TFT14_EdgeRunner(1); TFT14_Immortal(2); TFT14_Marksman(4); TFT14_Strong(2); TFT14_Suits(1); TFT14_Thirsty(1); TFT14_Vanguard(4),"TFT14_Sylas[tier:2, items:]; TFT14_Jhin[tier:2, items:TFT_Item_ThiefsGloves,TFT_Item_JeweledGauntlet,TFT_Item_RabadonsDeathcap]; TFT14_Rhaast[tier:1, items:]; TFT14_Jarvan[tier:2, items:TFT_Item_Spite]; TFT14_Zed[tier:1, items:TFT14_Item_MarksmanEmblemItem]; TFT14_Xayah[tier:2, items:TFT_Item_LastWhisper,TFT_Item_InfinityEdge,TFT_Item_AdaptiveHelm]; TFT14_Leona[tier:1, items:TFT_Item_AegisOfTheLegion,TFT_Item_FrozenHeart,TFT_Item_GargoyleStoneplate]; TFT14_Aphelios[tier:2, items:TFT_Item_InfinityEdge,TFT_Item_GuinsoosRageblade,TFT_Item_GuinsoosRageblade]"
NA1_5262517862,3MyLq0Hlx6uXJM2DbyDKGxxnph_t1WlU06q1dE9BhaBFYBvF91RFMl-P_6LzFmX8QrIrRePvkArb5A,KRAS G12D#5840,7,17,0,TFT14_Armorclad(1); TFT14_BallisTek(1); TFT14_Bruiser(1); TFT14_Cutter(5); TFT14_Divinicorp(4); TFT14_EdgeRunner(1); TFT14_Netgod(1); TFT14_Overlord(1); TFT14_StreetDemon(1); TFT14_Vanguard(1),"TFT14_Rhaast[tier:2, items:]; TFT14_Rengar[tier:2, items:]; TFT14_Varus[tier:2, items:TFT7_Item_ShimmerscaleHeartOfGold]; TFT14_Gragas[tier:2, items:]; TFT14_Vex[tier:2, items:]; TFT14_Renekton[tier:2, items:TFT_Item_Artifact_SilvermereDawn,TFT_Item_Bloodthirster,TFT_Item_TitansResolve]; TFT14_Garen[tier:2, items:TFT14_Item_CutterEmblemItem,TFT_Item_UnstableConcoction,TFT_Item_GuardianAngel]; TFT14_Urgot[tier:1, items:TFT_Item_SparringGloves,TFT_Item_Moonstone,TFT_Item_InfinityEdge]"
NA1_5262517862,qOP7yFz5F6pDTqxaiilrdQucQJe6wA-I7Hy6czm7gFamx0tphkvV5EO_J1jvPzXxsffcltmMSA42fg,강해린#kawai,6,38,1,TFT14_Armorclad(2); TFT14_Bruiser(1); TFT14_EdgeRunner(3); TFT14_Marksman(1); TFT14_Mob(5); TFT14_Strong(1); TFT14_Supercharge(1); TFT14_Swift(1); TFT14_Thirsty(2); TFT14_Vanguard(1); TFT14_Virus(1),"TFT14_Shaco[tier:1, items:]; TFT14_TwistedFate[tier:2, items:TFT_Item_ThiefsGloves,TFT_Item_NightHarvester,TFT_Item_RabadonsDeathcap]; TFT14_Darius[tier:2, items:TFT14_Item_ArmorcladEmblemItem]; TFT14_Jhin[tier:2, items:]; TFT14_Naafiri[tier:1, items:]; TFT14_Braum[tier:2, items:TFT_Item_Redemption,TFT_Item_BrambleVest,TFT_Item_NightHarvester]; TFT14_MissFortune[tier:2, items:TFT_Item_Deathblade,TFT_Item_SpearOfShojin,TFT_Item_InfinityEdge]; TFT14_Sejuani[tier:2, items:TFT_Item_SpectralGauntlet,TFT_Item_AegisOfTheLegion,TFT14_JaxCyberneticItem]; TFT14_Zac[tier:2, items:TFT_Item_RedBuff,TFT5_Item_ZzRotPortalRadiant,TFT_Item_ChainVest]"
NA1_5262517862,emIBI4HI0gH3-xTqOvR2BHx7MShwthNTJRkKeajzMBrFKx_RRf4qIrwxq4baCQgzfO3MAdZCCzsU_g,nedasib2#NA1,5,59,0,TFT14_AnimaSquad(3); TFT14_Divinicorp(2); TFT14_Immortal(2); TFT14_Strong(4); TFT14_Suits(1); TFT14_Techie(1); TFT14_Vanguard(4); TFT14_ViegoUniqueTrait(1),"TFT14_Sylas[tier:2, items:TFT4_Item_OrnnRanduinsSanctum]; TFT14_Vayne[tier:3, items:TFT_Item_GuinsoosRageblade,TFT_Item_MadredsBloodrazor,TFT_Item_GuinsoosRageblade]; TFT14_Rhaast[tier:3, items:TFT_Item_SpectralGauntlet]; TFT14_Senna[tier:2, items:TFT_Item_ZekesHerald]; TFT14_Jarvan[tier:2, items:TFT_Item_ThiefsGloves,TFT_Item_Redemption,TFT_Item_TitansResolve]; TFT14_Zed[tier:2, items:TFT_Item_Bloodthirster,TFT_Item_InfinityEdge,TFT_Item_GuardianAngel]; TFT14_Leona[tier:2, items:TFT_Item_RedBuff,TFT_Item_GargoyleStoneplate,TFT_Item_WarmogsArmor]; TFT14_Viego[tier:1, items:]"
NA1_5262517862,FQpxZZbl_B25aR7eWf_2TUGEyn4JEvfxuNWqXgq0Cgdux9snPlcQwa_iKmmSL5N0r6KOi-dKnux0Bg,Creatur33#NA1,4,80,2,TFT14_Armorclad(1); TFT14_Bruiser(1); TFT14_Cyberboss(2); TFT14_HotRod(4); TFT14_Immortal(1); TFT14_Marksman(1); TFT14_Supercharge(1); TFT14_Swift(1); TFT14_Techie(3); TFT14_Thirsty(1); TFT14_ViegoUniqueTrait(1); TFT14_Virus(1),"TFT14_NidaleeCougar[tier:3, items:TFT_Item_Chalice]; TFT14_Kindred[tier:3, items:TFT_Item_EternalFlame]; TFT14_Veigar[tier:3, items:TFT_Item_BlueBuff,TFT_Item_HextechGunblade,TFT_Item_Leviathan]; TFT14_Shyvana[tier:3, items:TFT_Item_WarmogsArmor,TFT_Item_WarmogsArmor,TFT_Item_AdaptiveHelm]; TFT14_Elise[tier:3, items:TFT_Item_Leviathan,TFT_Item_SpearOfShojin,TFT_Item_StatikkShiv]; TFT14_Zac[tier:2, items:TFT_Item_Redemption,TFT_Item_IonicSpark,TFT_Item_WarmogsArmor]; TFT14_Kobuko[tier:1, items:]; TFT14_Viego[tier:2, items:]; TFT14_Viego[tier:2, items:]; TFT14_SummonLevel4[tier:4, items:TFT14_Item_Nitro_ChromeCounter]"
NA1_5262517862,VYXAf-CTmPHkFMxdw0_m7WnWQ6ytRuXobrvddZTWKY7HeHMUYoPsCBP0Z50wOpxzqbMXJtTNAtHkNg,Venex#11511,3,59,1,TFT14_AnimaSquad(4); TFT14_Armorclad(1); TFT14_Controller(1); TFT14_Immortal(1); TFT14_StreetDemon(1); TFT14_Supercharge(2); TFT14_Techie(1); TFT14_Thirsty(1); TFT14_Vanguard(1); TFT14_ViegoUniqueTrait(1),"TFT14_Sylas[tier:2, items:]; TFT14_Illaoi[tier:2, items:TFT_Item_LocketOfTheIronSolari]; TFT14_Yuumi[tier:1, items:]; TFT14_Samira[tier:1, items:]; TFT14_Samira[tier:2, items:]; TFT14_Samira[tier:2, items:]; TFT14_Aurora[tier:2, items:TFT_Item_JeweledGauntlet,TFT_Item_SpearOfShojin,TFT_Item_AdaptiveHelm]; TFT14_Aurora[tier:2, items:]; TFT14_Viego[tier:1, items:]; TFT14_Viego[tier:1, items:]"
NA1_5262517862,Nr-a9KcLeeaR0hW64SfxDSMbvjVzz7NvxtpQiKMhpX5giliNboyaY51E7z9oU-ZwB6mGzjOiR4Pygg,Extra Hot Latte#NA1,2,96,5,TFT14_AnimaSquad(3); TFT14_Armorclad(1); TFT14_BallisTek(1); TFT14_Cutter(1); TFT14_Divinicorp(2); TFT14_Immortal(1); TFT14_Mob(1); TFT14_Overlord(1); TFT14_Strong(2); TFT14_Suits(1); TFT14_Vanguard(6),"TFT14_Sylas[tier:2, items:]; TFT14_Vi[tier:3, items:TFT_Item_TitansResolve,TFT_Item_Bloodthirster,TFT_Item_SteraksGage]; TFT14_Vayne[tier:3, items:TFT_Item_GuinsoosRageblade,TFT_Item_GuinsoosRageblade,TFT_Item_RunaansHurricane]; TFT14_Rhaast[tier:3, items:TFT_Item_LocketOfTheIronSolari,TFT_Item_LocketOfTheIronSolari,TFT_Item_RedBuff]; TFT14_Braum[tier:2, items:]; TFT14_Jarvan[tier:2, items:]; TFT14_Leona[tier:2, items:TFT_Item_FrozenHeart,TFT_Item_Redemption]; TFT14_Renekton[tier:3, items:]; TFT14_Urgot[tier:2, items:]"
NA1_5262517862,eTC7ipeB2Eefno1H4vUkqox4W6ahoqVSGzObqDx2k0iorE1BmvdhPM8Ul8HtbQPYEor9t2cWVR833A,Tarco#NA1,1,75,1,TFT14_Armorclad(2); TFT14_Bruiser(1); TFT14_Cutter(1); TFT14_Divinicorp(0); TFT14_EdgeRunner(7); TFT14_Marksman(1); TFT14_Netgod(1); TFT14_Suits(1); TFT14_Supercharge(1); TFT14_Swift(2); TFT14_Techie(1); TFT14_Thirsty(1); TFT14_Virus(1),"TFT14_Jax[tier:2, items:]; TFT14_Jhin[tier:2, items:]; TFT14_Naafiri[tier:2, items:]; TFT14_Draven[tier:1, items:]; TFT14_Varus[tier:2, items:TFT_Item_ZekesHerald,TFT_Item_InfinityEdge,TFT_Item_RunaansHurricane]; TFT14_Mordekaiser[tier:2, items:TFT14_MordekaiserCyberneticItem,TFT_Item_SpectralGauntlet,TFT_Item_RedBuff]; TFT14_Sejuani[tier:1, items:TFT_Item_RadiantVirtue,TFT_Item_AdaptiveHelm,TFT_Item_GargoyleStoneplate]; TFT14_Zeri[tier:2, items:TFT_Item_GuinsoosRageblade,TFT14_JhinCyberneticItem,TFT14_NaafiriCyberneticItem]; TFT14_Zac[tier:2, items:]; TFT14_Garen[tier:3, items:TFT_Item_ThiefsGloves,TFT_Item_EmptyBag,TFT_Item_EmptyBag]"
NA1_5262491751,FQpxZZbl_B25aR7eWf_2TUGEyn4JEvfxuNWqXgq0Cgdux9snPlcQwa_iKmmSL5N0r6KOi-dKnux0Bg,Creatur33#NA1,2,58,1,TFT14_AnimaSquad(1); TFT14_Bruiser(2); TFT14_Controller(3); TFT14_Cyberboss(1); TFT14_EdgeRunner(1); TFT14_Immortal(2); TFT14_StreetDemon(3); TFT14_Supercharge(3); TFT14_Techie(2); TFT14_ViegoUniqueTrait(1),"TFT14_Ekko[tier:2, items:]; TFT14_Mordekaiser[tier:1, items:]; TFT14_Yuumi[tier:2, items:]; TFT14_Neeko[tier:2, items:TFT_Item_ChainVest]; TFT14_Annie[tier:2, items:TFT_Item_BlueBuff,TFT9_Item_OrnnDeathfireGrasp]; TFT14_Samira[tier:2, items:TFT_Item_PowerGauntlet,TFT_Item_SpearOfShojin,TFT5_Item_DeathbladeRadiant]; TFT14_Kobuko[tier:2, items:TFT_Item_GargoyleStoneplate,TFT_Item_RedBuff,TFT_Item_SpectralGauntlet]; TFT14_Viego[tier:2, items:TFT_Item_ThiefsGloves,TFT_Item_Bloodthirster,TFT_Item_UnstableConcoction]; TFT14_Viego[tier:2, items:]; TFT14_Neeko[tier:2, items:TFT_Item_GargoyleStoneplate]"
NA1_5262491751,VYXAf-CTmPHkFMxdw0_m7WnWQ6ytRuXobrvddZTWKY7HeHMUYoPsCBP0Z50wOpxzqbMXJtTNAtHkNg,Venex#11511,1,86,3,TFT14_AnimaSquad(2); TFT14_Marksman(0); TFT14_Netgod(1); TFT14_Thirsty(1); TFT14_Vanguard(1),"TFT14_Leona[tier:3, items:TFT_Item_SpectralGauntlet,TFT_Item_WarmogsArmor,TFT_Item_RedBuff]; TFT14_Garen[tier:3, items:TFT_Item_TitansResolve,TFT_Item_SteraksGage,TFT_Item_InfinityEdge]; TFT14_Aurora[tier:2, items:TFT_Item_ArchangelsStaff,TFT_Item_JeweledGauntlet,TFT5_Item_SpearOfShojinRadiant]"
NA1_5262491751,7Yn3TIdy3DLwayJ5ANHmarnJ8J0xgX-JfKNsVRxbKWH3Ebz8tleTHgUliWaHOCgh9-E0lBSXcIYm1A,Milk Jugs#Mommy,7,40,0,TFT14_Armorclad(2); TFT14_Bruiser(1); TFT14_Cutter(2); TFT14_EdgeRunner(7); TFT14_Marksman(1); TFT14_StreetDemon(1); TFT14_Supercharge(1); TFT14_Swift(1); TFT14_Techie(1); TFT14_Thirsty(1),"TFT14_Jax[tier:3, items:TFT_Item_RedBuff]; TFT14_Jhin[tier:3, items:]; TFT14_Naafiri[tier:2, items:]; TFT14_Rengar[tier:2, items:]; TFT14_Varus[tier:3, items:TFT_Item_SpearOfShojin,TFT14_JhinCyberneticItem,TFT14_NaafiriCyberneticItem]; TFT14_Mordekaiser[tier:3, items:TFT14_JaxCyberneticItem,TFT_Item_SpectralGauntlet,TFT_Item_GargoyleStoneplate]; TFT14_Sejuani[tier:2, items:TFT_Item_ThiefsGloves,TFT_Item_PowerGauntlet,TFT_Item_BlueBuff]; TFT14_Zeri[tier:2, items:TFT_Item_GuinsoosRageblade,TFT_Item_GuinsoosRageblade]"
NA1_5262491751,JZpU-3lqiimtNs3cEyvbtznJO1JOhfnKcxFf3qRVny-UO534XeaDItdalZb6kMuAuAENm-ZwuYY6ww,Kabanzai#Kitty,8,27,0,TFT14_AnimaSquad(1); TFT14_Armorclad(1); TFT14_BallisTek(1); TFT14_Bruiser(2); TFT14_Cutter(2); TFT14_Divinicorp(1); TFT14_Immortal(6); TFT14_Overlord(1); TFT14_StreetDemon(1); TFT14_Strong(2); TFT14_Supercharge(1); TFT14_Techie(1); TFT14_Thirsty(1); TFT14_Vanguard(1); TFT14_ViegoUniqueTrait(1),"TFT14_DrMundo[tier:2, items:]; TFT14_Alistar[tier:2, items:]; TFT14_Graves[tier:2, items:]; TFT14_Jarvan[tier:2, items:]; TFT14_Annie[tier:2, items:TFT_Item_GuinsoosRageblade,TFT_Item_GuinsoosRageblade,TFT_Item_SpearOfShojin]; TFT14_Renekton[tier:2, items:TFT_Item_GuinsoosRageblade,TFT14_Item_ImmortalEmblemItem,TFT_Item_Bloodthirster]; TFT14_Urgot[tier:1, items:]; TFT14_Aurora[tier:1, items:]; TFT14_Viego[tier:2, items:TFT_Item_HextechGunblade,TFT_Item_GuardianAngel]; TFT14_Gragas[tier:1, items:TFT_Item_BrambleVest]"
